107573,51,תל אביב ,267,כפר שמריהו ,101 ,החורש ,official ,101
107892,51,תל אביב ,2650,רמת השרון ,9607 ,ויצמן שד ,synonym of 206 ,206
107893,51,תל אביב ,2650,רמת השרון ,9608 ,ויצמן שדרות ,synonym of 206 ,206
107894,51,תל אביב ,2650,רמת השרון ,9609 ,שדרות ויצמן ,synonym of 206 ,206
107895,51,תל אביב ,2650,רמת השרון ,9610 ,ויצמן ,synonym of 206 ,206
107896,51,תל אביב ,2650,רמת השרון ,207 ,תבור ,official ,207
107897,51,תל אביב ,2650,רמת השרון ,9611 ,הר תבור ,synonym of 207 ,207
107898,51,תל אביב ,2650,רמת השרון ,9612 ,התבור ,synonym of 207 ,207
107899,51,תל אביב ,2650,רמת השרון ,208 ,מוריה ,official ,208
107900,51,תל אביב ,2650,רמת השרון ,209 ,סוקולוב ,official ,209
107901,51,תל אביב ,2650,רמת השרון ,9613 ,סוקולוב פ חן ,synonym of 209 ,209
107902,51,תל אביב ,2650,רמת השרון ,9614 ,סוקולוב פ רמז ,synonym of 209 ,209
107903,51,תל אביב ,2650,רמת השרון ,210 ,הר נבו ,official ,210
107904,51,תל אביב ,2650,רמת השרון ,211 ,זרובבל ,official ,211
107905,51,תל אביב ,2650,רמת השרון ,212 ,הבנים ,official ,212
107906,51,תל אביב ,2650,רמת השרון ,9615 ,קורצק ,synonym of 212 ,212
107907,51,תל אביב ,2650,רמת השרון ,213 ,למרחב ,official ,213
107908,51,תל אביב ,2650,רמת השרון ,9616 ,בילינסון ,synonym of 213 ,213
107909,51,תל אביב ,2650,רמת השרון ,214 ,בוסתנאי ,official ,214
107910,51,תל אביב ,2650,רמת השרון ,215 ,הכרמל ,official ,215
107911,51,תל אביב ,2650,רמת השרון ,9617 ,הכרמל פ סיני ,synonym of 215 ,215
107912,51,תל אביב ,2650,רמת השרון ,216 ,סיני ,official ,216
107913,51,תל אביב ,2650,רמת השרון ,217 ,אלה ,official ,217
107914,51,תל אביב ,2650,רמת השרון ,9618 ,האלה ,synonym of 217 ,217
107915,51,תל אביב ,2650,רמת השרון ,218 ,שד האלוף מאיר עמית ,official ,218
107916,51,תל אביב ,2650,רמת השרון ,9619 ,האלוף מאיר עמית ,synonym of 218 ,218
107917,51,תל אביב ,2650,רמת השרון ,9620 ,מאיר עמית )אלוף( ,synonym of 218 ,218
107918,51,תל אביב ,2650,רמת השרון ,219 ,רמבם ,official ,219
107919,51,תל אביב ,2650,רמת השרון ,9621 ,רמבם ,synonym of 219 ,219
107920,51,תל אביב ,2650,רמת השרון ,9622 ,הרמבם ,synonym of 219 ,219
107921,51,תל אביב ,2650,רמת השרון ,220 ,רשי ,official ,220
107922,51,תל אביב ,2650,רמת השרון ,9623 ,רשי ,synonym of 220 ,220
107923,51,תל אביב ,2650,רמת השרון ,221 ,אוסישקין ,official ,221
107924,51,תל אביב ,2650,רמת השרון ,222 ,סולד ,official ,222
107925,51,תל אביב ,2650,רמת השרון ,223 ,הנוטר ,official ,223
107926,51,תל אביב ,2650,רמת השרון ,224 ,הרב אורבוך ,official ,224
107927,51,תל אביב ,2650,רמת השרון ,9624 ,הכח ,synonym of 224 ,224
107928,51,תל אביב ,2650,רמת השרון ,9625 ,אורבוך ,synonym of 224 ,224
107929,51,תל אביב ,2650,רמת השרון ,9626 ,אברבוך ,synonym of 224 ,224
107930,51,תל אביב ,2650,רמת השרון ,9627 ,אורבוך הרב ,synonym of 224 ,224
107931,51,תל אביב ,2650,רמת השרון ,225 ,שד ביאליק ,official ,225
107932,51,תל אביב ,2650,רמת השרון ,9628 ,חן שד ,synonym of 225 ,225
107933,51,תל אביב ,2650,רמת השרון ,9629 ,שדרות ביאליק ,synonym of 225 ,225
107934,51,תל אביב ,2650,רמת השרון ,9630 ,שדרות חן המשך ,synonym of 225 ,225
107935,51,תל אביב ,2650,רמת השרון ,9631 ,ביאליק ,synonym of 225 ,225
107936,51,תל אביב ,2650,רמת השרון ,9632 ,ביאליק שד ,synonym of 225 ,225
107937,51,תל אביב ,2650,רמת השרון ,9633 ,ביאליק שדרות ,synonym of 225 ,225
107938,51,תל אביב ,2650,רמת השרון ,9634 ,חן שדרות ,synonym of 225 ,225
107939,51,תל אביב ,2650,רמת השרון ,9635 ,חן ,synonym of 225 ,225
107940,51,תל אביב ,2650,רמת השרון ,9636 ,שד חן ,synonym of 225 ,225
107941,51,תל אביב ,2650,רמת השרון ,226 ,קהילת לודג' ,official ,226
107942,51,תל אביב ,2650,רמת השרון ,9637 ,קהילת לודג ,synonym of 226 ,226
107943,51,תל אביב ,2650,רמת השרון ,9638 ,קהלת לודג ,synonym of 226 ,226
107944,51,תל אביב ,2650,רמת השרון ,9639 ,קהלת לודג' ,synonym of 226 ,226
107945,51,תל אביב ,2650,רמת השרון ,227 ,דבורה הנביאה ,official ,227
107946,51,תל אביב ,2650,רמת השרון ,9640 ,יעל ,synonym of 227 ,227
107947,51,תל אביב ,2650,רמת השרון ,228 ,הקישון ,official ,228
107948,51,תל אביב ,2650,רמת השרון ,9641 ,קישון ,synonym of 228 ,228
107949,51,תל אביב ,2650,רמת השרון ,229 ,נחל בשור ,official ,229
107950,51,תל אביב ,2650,רמת השרון ,9642 ,הבשור ,synonym of 229 ,229
107951,51,תל אביב ,2650,רמת השרון ,9643 ,בשור ,synonym of 229 ,229
107952,51,תל אביב ,2650,רמת השרון ,9644 ,נחל הבשור ,synonym of 229 ,229
107953,51,תל אביב ,2650,רמת השרון ,230 ,אילנות ,official ,230
107954,51,תל אביב ,2650,רמת השרון ,9645 ,האילנות ,synonym of 230 ,230
107955,51,תל אביב ,2650,רמת השרון ,231 ,מרדכי ,official ,231
107956,51,תל אביב ,2650,רמת השרון ,232 ,הנצח ,official ,232
107957,51,תל אביב ,2650,רמת השרון ,9646 ,נצח ,synonym of 232 ,232
107958,51,תל אביב ,2650,רמת השרון ,233 ,רדק ,official ,233
107959,51,תל אביב ,2650,רמת השרון ,9647 ,רדק ,synonym of 233 ,233
107960,51,תל אביב ,2650,רמת השרון ,234 ,רשבם ,official ,234
107961,51,תל אביב ,2650,רמת השרון ,9648 ,רשבם ,synonym of 234 ,234
107962,51,תל אביב ,2650,רמת השרון ,235 ,גד ,official ,235
107963,51,תל אביב ,2650,רמת השרון ,236 ,אזר ,official ,236
107964,51,תל אביב ,2650,רמת השרון ,9649 ,אזר ,synonym of 236 ,236
107965,51,תל אביב ,2650,רמת השרון ,237 ,ההגנה ,official ,237
107966,51,תל אביב ,2650,רמת השרון ,9650 ,הגנה ,synonym of 237 ,237
107967,51,תל אביב ,2650,רמת השרון ,238 ,סנה משה ,official ,238
107968,51,תל אביב ,2650,רמת השרון ,9651 ,הרצליה דרך ,synonym of 238 ,238
107969,51,תל אביב ,2650,רמת השרון ,9652 ,משה סנה ,synonym of 238 ,238
107970,51,תל אביב ,2650,רמת השרון ,9653 ,הרצל ,synonym of 238 ,238
107971,51,תל אביב ,2650,רמת השרון ,9654 ,דרך הרצליה ,synonym of 238 ,238
107972,51,תל אביב ,2650,רמת השרון ,9655 ,סנה ,synonym of 238 ,238
107973,51,תל אביב ,2650,רמת השרון ,239 ,יבנה ,official ,239
107974,51,תל אביב ,2650,רמת השרון ,240 ,המתנחלים ,official ,240
107975,51,תל אביב ,2650,רמת השרון ,241 ,גאולים ,official ,241
107976,51,תל אביב ,2650,רמת השרון ,242 ,הזורע ,official ,242
107977,51,תל אביב ,2650,רמת השרון ,243 ,הדרור ,official ,243
107978,51,תל אביב ,2650,רמת השרון ,9656 ,דרור ,synonym of 243 ,243
107979,51,תל אביב ,2650,רמת השרון ,244 ,ארנון ,official ,244
107980,51,תל אביב ,2650,רמת השרון ,245 ,הברושים ,official ,245
107981,51,תל אביב ,2650,רמת השרון ,246 ,המחתרת ,official ,246
107982,51,תל אביב ,2650,רמת השרון ,247 ,יבוק ,official ,247
107983,51,תל אביב ,2650,רמת השרון ,248 ,הפלמח ,official ,248
107984,51,תל אביב ,2650,רמת השרון ,9657 ,הפלמח ,synonym of 248 ,248
107985,51,תל אביב ,2650,רמת השרון ,9658 ,פלמח ,synonym of 248 ,248
107986,51,תל אביב ,2650,רמת השרון ,249 ,יהודה ,official ,249
107987,51,תל אביב ,2650,רמת השרון ,9659 ,ברגר ,synonym of 249 ,249
107988,51,תל אביב ,2650,רמת השרון ,9660 ,יהודה ברגר ,synonym of 249 ,249
107989,51,תל אביב ,2650,רמת השרון ,9661 ,ברגר יהודה ,synonym of 249 ,249
107990,51,תל אביב ,2650,רמת השרון ,250 ,ירמוך ,official ,250
107991,51,תל אביב ,2650,רמת השרון ,9662 ,ירמוק ,synonym of 250 ,250
107992,51,תל אביב ,2650,רמת השרון ,9663 ,הירמוק ,synonym of 250 ,250
107993,51,תל אביב ,2650,רמת השרון ,251 ,סמ געתון ,official ,251
107994,51,תל אביב ,2650,רמת השרון ,9664 ,הגעתון ,synonym of 251 ,251
107995,51,תל אביב ,2650,רמת השרון ,9665 ,געתון סמטה ,synonym of 251 ,251
107996,51,תל אביב ,2650,רמת השרון ,9666 ,געתון ,synonym of 251 ,251
107997,51,תל אביב ,2650,רמת השרון ,9667 ,געתון סמ ,synonym of 251 ,251
107998,51,תל אביב ,2650,רמת השרון ,252 ,סמ פיקר ,official ,252
107999,51,תל אביב ,2650,רמת השרון ,9668 ,פקר ,synonym of 252 ,252
108000,51,תל אביב ,2650,רמת השרון ,9669 ,פיקר ,synonym of 252 ,252
108001,51,תל אביב ,2650,רמת השרון ,253 ,הקוצר ,official ,253
108002,51,תל אביב ,2650,רמת השרון ,254 ,הנוטע ,official ,254
108003,51,תל אביב ,2650,רמת השרון ,255 ,כצנלסון ,official ,255
108004,51,תל אביב ,2650,רמת השרון ,9670 ,קצנלסון ,synonym of 255 ,255
108005,51,תל אביב ,2650,רמת השרון ,256 ,המעפילים ,official ,256
108006,51,תל אביב ,2650,רמת השרון ,9671 ,מעפילים ,synonym of 256 ,256
108007,51,תל אביב ,2650,רמת השרון ,257 ,האחיות ,official ,257
108008,51,תל אביב ,2650,רמת השרון ,258 ,צירלסון ,official ,258
108009,51,תל אביב ,2650,רמת השרון ,259 ,ברנשטיין כהן ,official ,259
108010,51,תל אביב ,2650,רמת השרון ,260 ,המרי ,official ,260
108011,51,תל אביב ,2650,רמת השרון ,9672 ,שכ קרת ,synonym of 260 ,260
108012,51,תל אביב ,2650,רמת השרון ,261 ,סמטת סטלה לוי ,official ,261
108013,51,תל אביב ,2650,רמת השרון ,9673 ,סטלה לוי ,synonym of 261 ,261
108014,51,תל אביב ,2650,רמת השרון ,9674 ,סמ סטלה לוי ,synonym of 261 ,261
108015,51,תל אביב ,2650,רמת השרון ,9675 ,סמ' סטלה לוי ,synonym of 261 ,261
108016,51,תל אביב ,2650,רמת השרון ,9676 ,סמטת לוי סטלה ,synonym of 261 ,261
108017,51,תל אביב ,2650,רמת השרון ,262 ,לוחמי הגטאות ,official ,262
108018,51,תל אביב ,2650,רמת השרון ,263 ,אני מאמין ,official ,263
108019,51,תל אביב ,2650,רמת השרון ,264 ,גמליאל ,official ,264
108020,51,תל אביב ,2650,רמת השרון ,265 ,התקוה ,official ,265
108021,51,תל אביב ,2650,רמת השרון ,266 ,נילי ,official ,266
108022,51,תל אביב ,2650,רמת השרון ,9677 ,נילי ,synonym of 266 ,266
108023,51,תל אביב ,2650,רמת השרון ,267 ,ז' בחשון ,official ,267
108024,51,תל אביב ,2650,רמת השרון ,9678 ,ז' בחשוון ,synonym of 267 ,267
108025,51,תל אביב ,2650,רמת השרון ,9679 ,ז בחשון ,synonym of 267 ,267
108026,51,תל אביב ,2650,רמת השרון ,9680 ,ז חשון ,synonym of 267 ,267
108027,51,תל אביב ,2650,רמת השרון ,268 ,אשל אברהם ,official ,268
108028,51,תל אביב ,2650,רמת השרון ,9681 ,אברהם אשל ,synonym of 268 ,268
108029,51,תל אביב ,2650,רמת השרון ,269 ,הנץ ,official ,269
108030,51,תל אביב ,2650,רמת השרון ,9682 ,הנץ ,synonym of 269 ,269
108031,51,תל אביב ,2650,רמת השרון ,270 ,השקמה ,official ,270
108032,51,תל אביב ,2650,רמת השרון ,271 ,שד הילד ,official ,271
108033,51,תל אביב ,2650,רמת השרון ,9683 ,הילד שדרות ,synonym of 271 ,271
108034,51,תל אביב ,2650,רמת השרון ,9684 ,שדרות הילד ,synonym of 271 ,271
108035,51,תל אביב ,2650,רמת השרון ,9685 ,הילד ,synonym of 271 ,271
108036,51,תל אביב ,2650,רמת השרון ,9686 ,הילד שד ,synonym of 271 ,271
108037,51,תל אביב ,2650,רמת השרון ,272 ,יצחק אלחנן ,official ,272
108038,51,תל אביב ,2650,רמת השרון ,9687 ,אלחנן ,synonym of 272 ,272
108039,51,תל אביב ,2650,רמת השרון ,9688 ,אלחנן יצחק ,synonym of 272 ,272
108040,51,תל אביב ,2650,רמת השרון ,273 ,מבצע קדש ,official ,273
108041,51,תל אביב ,2650,רמת השרון ,274 ,עמליה כהנא כרמון ,official ,274
108042,51,תל אביב ,2650,רמת השרון ,9689 ,כהנא כרמון עמליה ,synonym of 274 ,274
108043,51,תל אביב ,2650,רמת השרון ,275 ,דורה גד ,official ,275
108044,51,תל אביב ,2650,רמת השרון ,9690 ,גד דורה ,synonym of 275 ,275
108045,51,תל אביב ,2650,רמת השרון ,9691 ,משעול דורה גד ,synonym of 275 ,275
108046,51,תל אביב ,2650,רמת השרון ,276 ,יונה עטרי ,official ,276
108047,51,תל אביב ,2650,רמת השרון ,9692 ,עטרי יונה ,synonym of 276 ,276
108048,51,תל אביב ,2650,רמת השרון ,277 ,לוטה כהן ,official ,277
108049,51,תל אביב ,2650,רמת השרון ,9693 ,כהן לוטה ,synonym of 277 ,277
108050,51,תל אביב ,2650,רמת השרון ,9694 ,משעול לוטה כהן ,synonym of 277 ,277
108051,51,תל אביב ,2650,רמת השרון ,278 ,רמה מסינגר ,official ,278
108052,51,תל אביב ,2650,רמת השרון ,9695 ,מסינגר רמה ,synonym of 278 ,278
108053,51,תל אביב ,2650,רמת השרון ,279 ,פיליס פלגי ,official ,279
108054,51,תל אביב ,2650,רמת השרון ,9696 ,פלגי פיליס ,synonym of 279 ,279
108055,51,תל אביב ,2650,רמת השרון ,280 ,ארינה ,official ,280
108056,51,תל אביב ,2650,רמת השרון ,9697 ,נחשונים ,synonym of 280 ,280
108057,51,תל אביב ,2650,רמת השרון ,9698 ,ש רינה ,synonym of 280 ,280
108058,51,תל אביב ,2650,רמת השרון ,9699 ,ש ארינה ,synonym of 280 ,280
108059,51,תל אביב ,2650,רמת השרון ,9700 ,ארינה ש ,synonym of 280 ,280
108060,51,תל אביב ,2650,רמת השרון ,9701 ,ש הרינה ,synonym of 280 ,280
108061,51,תל אביב ,2650,רמת השרון ,287 ,גולומב ,official ,287
108062,51,תל אביב ,2650,רמת השרון ,288 ,הרצל שפיר ,official ,288
108063,51,תל אביב ,2650,רמת השרון ,9702 ,שפיר הרצל ,synonym of 288 ,288
108064,51,תל אביב ,2650,רמת השרון ,289 ,בן שלום ,official ,289
108065,51,תל אביב ,2650,רמת השרון ,9703 ,עיר שלום ,synonym of 289 ,289
108066,51,תל אביב ,2650,רמת השרון ,290 ,יעל מן ,official ,290
108067,51,תל אביב ,2650,רמת השרון ,9704 ,מן יעל ,synonym of 290 ,290
108068,51,תל אביב ,2650,רמת השרון ,291 ,יהודית נסיהו ,official ,291
108069,51,תל אביב ,2650,רמת השרון ,9705 ,נסיהו יהודית ,synonym of 291 ,291
108070,51,תל אביב ,2650,רמת השרון ,296 ,הצפורן ,official ,296
108071,51,תל אביב ,2650,רמת השרון ,9706 ,הציפורן ,synonym of 296 ,296
108072,51,תל אביב ,2650,רמת השרון ,298 ,זלמן שניאור ,official ,298
108073,51,תל אביב ,2650,רמת השרון ,9707 ,שניאור זלמן ,synonym of 298 ,298
108074,51,תל אביב ,2650,רמת השרון ,299 ,כהן יעקב ,official ,299
108075,51,תל אביב ,2650,רמת השרון ,9708 ,יעקב ,synonym of 299 ,299
108076,51,תל אביב ,2650,רמת השרון ,9709 ,יעקב כהן ,synonym of 299 ,299
108077,51,תל אביב ,2650,רמת השרון ,300 ,טליה שפירא ,official ,300
108078,51,תל אביב ,2650,רמת השרון ,9710 ,שפירא טליה ,synonym of 300 ,300
108079,51,תל אביב ,2650,רמת השרון ,301 ,גלעד ,official ,301
108080,51,תל אביב ,2650,רמת השרון ,302 ,קדושי סטרומה ,official ,302
108081,51,תל אביב ,2650,רמת השרון ,303 ,חטיבת הנגב ,official ,303
108082,51,תל אביב ,2650,רמת השרון ,9711 ,דרך חטיבת הנגב ,synonym of 303 ,303
108083,51,תל אביב ,2650,רמת השרון ,304 ,התלמים ,official ,304
108084,51,תל אביב ,2650,רמת השרון ,9712 ,תלמים ,synonym of 304 ,304
