83332,42,פתח תקווה ,98,כפר מלל ,101 ,מוסד יד אסא ,official ,101
83653,42,פתח תקווה ,229,גני תקווה ,172 ,יודפת ,official ,172
83654,42,פתח תקווה ,229,גני תקווה ,173 ,סמ עמק יזרעאל ,official ,173
83655,42,פתח תקווה ,229,גני תקווה ,9610 ,עמק יזרעאל ,synonym of 173 ,173
83656,42,פתח תקווה ,229,גני תקווה ,175 ,זאב ,official ,175
83657,42,פתח תקווה ,229,גני תקווה ,179 ,הגפן ,official ,179
83658,42,פתח תקווה ,229,גני תקווה ,9611 ,סמ הגפן ,synonym of 179 ,179
83659,42,פתח תקווה ,229,גני תקווה ,9612 ,הגפן סמ ,synonym of 179 ,179
83660,42,פתח תקווה ,229,גני תקווה ,210 ,סמ עין גנים ,official ,210
83661,42,פתח תקווה ,229,גני תקווה ,9613 ,עין גנים ,synonym of 210 ,210
83662,42,פתח תקווה ,229,גני תקווה ,211 ,עין שמש ,official ,211
83663,42,פתח תקווה ,229,גני תקווה ,9614 ,סמ עין שמש ,synonym of 211 ,211
83664,42,פתח תקווה ,229,גני תקווה ,212 ,הגלעד ,official ,212
83665,42,פתח תקווה ,229,גני תקווה ,213 ,הברוש ,official ,213
83666,42,פתח תקווה ,229,גני תקווה ,6500 ,גבעת סביון ,official ,6500
83667,42,פתח תקווה ,229,גני תקווה ,6501 ,קרית ישמח משה ,official ,6501
83668,42,פתח תקווה ,229,גני תקווה ,9615 ,קר ישמח משה ,synonym of 6501 ,6501
83669,42,פתח תקווה ,229,גני תקווה ,9616 ,ישמח משה ,synonym of 6501 ,6501
83670,42,פתח תקווה ,229,גני תקווה ,6502 ,ש חדש ,official ,6502
83671,42,פתח תקווה ,229,גני תקווה ,9617 ,גני תקוה ש ,synonym of 6502 ,6502
83672,42,פתח תקווה ,229,גני תקווה ,6503 ,שכ בורוכוב ,official ,6503
83673,42,פתח תקווה ,229,גני תקווה ,9618 ,בורוכוב ,synonym of 6503 ,6503
83674,42,פתח תקווה ,229,גני תקווה ,9619 ,ש בורוכוב ,synonym of 6503 ,6503
83675,42,פתח תקווה ,229,גני תקווה ,6504 ,נוף סביון ,official ,6504
83676,42,פתח תקווה ,229,גני תקווה ,6505 ,שכ גנים ,official ,6505
83677,42,פתח תקווה ,229,גני תקווה ,9620 ,ש גנים ,synonym of 6505 ,6505
83678,42,פתח תקווה ,229,גני תקווה ,9621 ,גנים ,synonym of 6505 ,6505
83679,42,פתח תקווה ,229,גני תקווה ,6506 ,שכ יפה נוף ,official ,6506
83680,42,פתח תקווה ,229,גני תקווה ,9622 ,יפה נוף ,synonym of 6506 ,6506
83681,42,פתח תקווה ,229,גני תקווה ,9623 ,ש יפה נוף ,synonym of 6506 ,6506
83682,42,פתח תקווה ,229,גני תקווה ,6507 ,גבעת סביון החדשה ,official ,6507
83683,42,פתח תקווה ,229,גני תקווה ,9624 ,שכ גבעת סביון החדשה ,synonym of 6507 ,6507
83684,42,פתח תקווה ,229,גני תקווה ,9625 ,ש גבעת סביון החדשה ,synonym of 6507 ,6507
83685,42,פתח תקווה ,229,גני תקווה ,9000 ,גני תקווה ,official ,9000
83686,42,פתח תקווה ,229,גני תקווה ,9626 ,גני תקוה צר ,synonym of 9000 ,9000
83687,42,פתח תקווה ,229,גני תקווה ,9627 ,הכלנית סמ ,synonym of 9000 ,9000
83688,42,פתח תקווה ,229,גני תקווה ,9628 ,הורדים ,synonym of 9000 ,9000
83689,42,פתח תקווה ,229,גני תקווה ,9629 ,גני תקוה ,synonym of 9000 ,9000
83690,42,פתח תקווה ,229,גני תקווה ,9630 ,סמ הכלנית ,synonym of 9000 ,9000
83691,42,פתח תקווה ,230,מעש ,101 ,האילנות ,official ,101
83692,42,פתח תקווה ,230,מעש ,9521 ,אילנות ,synonym of 101 ,101
83693,42,פתח תקווה ,230,מעש ,102 ,האורנים ,official ,102
83694,42,פתח תקווה ,230,מעש ,103 ,השלושה ,official ,103
83695,42,פתח תקווה ,230,מעש ,104 ,הכלנית ,official ,104
83696,42,פתח תקווה ,230,מעש ,105 ,ההדרים ,official ,105
83697,42,פתח תקווה ,230,מעש ,106 ,הצבעוני ,official ,106
83698,42,פתח תקווה ,230,מעש ,107 ,אילת ,official ,107
83699,42,פתח תקווה ,230,מעש ,108 ,הברוש ,official ,108
83700,42,פתח תקווה ,230,מעש ,109 ,זרובבל ,official ,109
83701,42,פתח תקווה ,230,מעש ,9000 ,מעש ,official ,9000
83702,42,פתח תקווה ,230,מעש ,9522 ,בית מילר ,synonym of 9000 ,9000
83703,42,פתח תקווה ,230,מעש ,9523 ,כפר מעש ,synonym of 9000 ,9000
83704,42,פתח תקווה ,239,גן חיים ,101 ,האלה ,official ,101
83705,42,פתח תקווה ,239,גן חיים ,102 ,הזית ,official ,102
83706,42,פתח תקווה ,239,גן חיים ,103 ,הערבה ,official ,103
83707,42,פתח תקווה ,239,גן חיים ,104 ,החרוב ,official ,104
83708,42,פתח תקווה ,239,גן חיים ,105 ,הרימון ,official ,105
83709,42,פתח תקווה ,239,גן חיים ,9521 ,הרמון ,synonym of 105 ,105
83710,42,פתח תקווה ,239,גן חיים ,106 ,הכלנית ,official ,106
83711,42,פתח תקווה ,239,גן חיים ,107 ,האיריס ,official ,107
83712,42,פתח תקווה ,239,גן חיים ,108 ,הרקפת ,official ,108
83713,42,פתח תקווה ,239,גן חיים ,109 ,התמר ,official ,109
83714,42,פתח תקווה ,239,גן חיים ,110 ,הראשונים ,official ,110
83715,42,פתח תקווה ,239,גן חיים ,111 ,דרך המלך ,official ,111
83716,42,פתח תקווה ,239,גן חיים ,112 ,הנרקיס ,official ,112
83717,42,פתח תקווה ,239,גן חיים ,9522 ,נרקיס ,synonym of 112 ,112
83718,42,פתח תקווה ,239,גן חיים ,113 ,נורית ,official ,113
83719,42,פתח תקווה ,239,גן חיים ,9523 ,הנורית ,synonym of 113 ,113
83720,42,פתח תקווה ,239,גן חיים ,114 ,הגפן ,official ,114
83721,42,פתח תקווה ,239,גן חיים ,9524 ,סמ הגפן ,synonym of 114 ,114
83722,42,פתח תקווה ,239,גן חיים ,115 ,השושן ,official ,115
83723,42,פתח תקווה ,239,גן חיים ,116 ,התאנה ,official ,116
83724,42,פתח תקווה ,239,גן חיים ,9000 ,גן חיים ,official ,9000
83725,42,פתח תקווה ,249,כפר סירקין ,101 ,דרך אפק ,official ,101
83726,42,פתח תקווה ,249,כפר סירקין ,9521 ,אפק דרך ,synonym of 101 ,101
83727,42,פתח תקווה ,249,כפר סירקין ,102 ,האילנות ,official ,102
83728,42,פתח תקווה ,249,כפר סירקין ,103 ,האירוסים ,official ,103
83729,42,פתח תקווה ,249,כפר סירקין ,9522 ,האיריסים ,synonym of 103 ,103
83730,42,פתח תקווה ,249,כפר סירקין ,104 ,הבנים ,official ,104
83731,42,פתח תקווה ,249,כפר סירקין ,105 ,הגפנים ,official ,105
83732,42,פתח תקווה ,249,כפר סירקין ,106 ,הדקלים ,official ,106
83733,42,פתח תקווה ,249,כפר סירקין ,107 ,הורדים ,official ,107
83734,42,פתח תקווה ,249,כפר סירקין ,108 ,הכלניות ,official ,108
83735,42,פתח תקווה ,249,כפר סירקין ,109 ,המרגניות ,official ,109
83736,42,פתח תקווה ,249,כפר סירקין ,110 ,הנרקיסים ,official ,110
83737,42,פתח תקווה ,249,כפר סירקין ,111 ,הסביונים ,official ,111
83738,42,פתח תקווה ,249,כפר סירקין ,112 ,הקציר ,official ,112
83739,42,פתח תקווה ,249,כפר סירקין ,113 ,דרך השדות ,official ,113
83740,42,פתח תקווה ,249,כפר סירקין ,114 ,ההרדופים ,official ,114
83741,42,פתח תקווה ,249,כפר סירקין ,9000 ,כפר סירקין ,official ,9000
83742,42,פתח תקווה ,249,כפר סירקין ,9523 ,סירקין ,synonym of 9000 ,9000
83743,42,פתח תקווה ,257,נופך ,101 ,אבני החושן ,official ,101
83744,42,פתח תקווה ,257,נופך ,102 ,תרשיש ,official ,102
83745,42,פתח תקווה ,257,נופך ,103 ,אודם ,official ,103
83746,42,פתח תקווה ,257,נופך ,104 ,ברקת ,official ,104
83747,42,פתח תקווה ,257,נופך ,105 ,ספיר ,official ,105
83748,42,פתח תקווה ,257,נופך ,106 ,טורקיז ,official ,106
83749,42,פתח תקווה ,257,נופך ,107 ,לשם ,official ,107
83750,42,פתח תקווה ,257,נופך ,108 ,יהלום ,official ,108
83751,42,פתח תקווה ,257,נופך ,109 ,סמ הרב דדון ,official ,109
83752,42,פתח תקווה ,257,נופך ,9521 ,סמ בית הכנסת ,synonym of 109 ,109
83753,42,פתח תקווה ,257,נופך ,9522 ,הרב דדון ,synonym of 109 ,109
83754,42,פתח תקווה ,257,נופך ,9523 ,דדון ,synonym of 109 ,109
83755,42,פתח תקווה ,257,נופך ,9524 ,הרב אשר דדון ,synonym of 109 ,109
83756,42,פתח תקווה ,257,נופך ,9525 ,סמ הרב אשר דדון ,synonym of 109 ,109
83757,42,פתח תקווה ,257,נופך ,9526 ,דדון אשר ,synonym of 109 ,109
83758,42,פתח תקווה ,257,נופך ,9527 ,אשר דדון ,synonym of 109 ,109
83759,42,פתח תקווה ,257,נופך ,9000 ,נופך ,official ,9000
83760,42,פתח תקווה ,257,נופך ,9528 ,נפך ,synonym of 9000 ,9000
83761,42,פתח תקווה ,284,שדה ורבורג ,101 ,דרך האורנים ,official ,101
83762,42,פתח תקווה ,284,שדה ורבורג ,9521 ,האורנים ,synonym of 101 ,101
83763,42,פתח תקווה ,284,שדה ורבורג ,102 ,דרך ההדרים ,official ,102
83764,42,פתח תקווה ,284,שדה ורבורג ,9522 ,ההדרים ,synonym of 102 ,102
83765,42,פתח תקווה ,284,שדה ורבורג ,9523 ,ההדרים דרך ,synonym of 102 ,102
83766,42,פתח תקווה ,284,שדה ורבורג ,9524 ,הדרים ,synonym of 102 ,102
83767,42,פתח תקווה ,284,שדה ורבורג ,103 ,דרך הדקל ,official ,103
83768,42,פתח תקווה ,284,שדה ורבורג ,9525 ,הדקל ,synonym of 103 ,103
83769,42,פתח תקווה ,284,שדה ורבורג ,104 ,דרך גן הילדים ,official ,104
83770,42,פתח תקווה ,284,שדה ורבורג ,105 ,דרך הפרחים ,official ,105
83771,42,פתח תקווה ,284,שדה ורבורג ,9526 ,הפרחים ,synonym of 105 ,105
83772,42,פתח תקווה ,284,שדה ורבורג ,106 ,האלון ,official ,106
83773,42,פתח תקווה ,284,שדה ורבורג ,9527 ,אלון ,synonym of 106 ,106
83774,42,פתח תקווה ,284,שדה ורבורג ,107 ,הארז ,official ,107
83775,42,פתח תקווה ,284,שדה ורבורג ,9528 ,ארז ,synonym of 107 ,107
83776,42,פתח תקווה ,284,שדה ורבורג ,108 ,דום הדקל ,official ,108
83777,42,פתח תקווה ,284,שדה ורבורג ,109 ,הברוש ,official ,109
83778,42,פתח תקווה ,284,שדה ורבורג ,9529 ,ברוש ,synonym of 109 ,109
83779,42,פתח תקווה ,284,שדה ורבורג ,110 ,הזית ,official ,110
83780,42,פתח תקווה ,284,שדה ורבורג ,9530 ,זית ,synonym of 110 ,110
83781,42,פתח תקווה ,284,שדה ורבורג ,111 ,השקד ,official ,111
83782,42,פתח תקווה ,284,שדה ורבורג ,9531 ,שקד ,synonym of 111 ,111
83783,42,פתח תקווה ,284,שדה ורבורג ,112 ,ההדס ,official ,112
83784,42,פתח תקווה ,284,שדה ורבורג ,9532 ,הדס ,synonym of 112 ,112
83785,42,פתח תקווה ,284,שדה ורבורג ,113 ,האלה ,official ,113
83786,42,פתח תקווה ,284,שדה ורבורג ,9533 ,אלה ,synonym of 113 ,113
83787,42,פתח תקווה ,284,שדה ורבורג ,114 ,הגפן ,official ,114
83788,42,פתח תקווה ,284,שדה ורבורג ,115 ,הרימון ,official ,115
83789,42,פתח תקווה ,284,שדה ורבורג ,9534 ,הרמון ,synonym of 115 ,115
83790,42,פתח תקווה ,284,שדה ורבורג ,116 ,השקמה ,official ,116
83791,42,פתח תקווה ,284,שדה ורבורג ,117 ,סמ הילד ,official ,117
83792,42,פתח תקווה ,284,שדה ורבורג ,9535 ,סמטת הילד ,synonym of 117 ,117
83793,42,פתח תקווה ,284,שדה ורבורג ,118 ,דרך תל אשר ,official ,118
83794,42,פתח תקווה ,284,שדה ורבורג ,9536 ,תל אשר ,synonym of 118 ,118
83795,42,פתח תקווה ,284,שדה ורבורג ,6500 ,שכון בנים ,official ,6500
83796,42,פתח תקווה ,284,שדה ורבורג ,9000 ,שדה ורבורג ,official ,9000
83797,42,פתח תקווה ,284,שדה ורבורג ,9537 ,משק ויסברוד ,synonym of 9000 ,9000
83798,42,פתח תקווה ,284,שדה ורבורג ,9538 ,הרחבה ,synonym of 9000 ,9000
83799,42,פתח תקווה ,355,חורשים ,9000 ,חורשים ,official ,9000
83800,42,פתח תקווה ,448,בני עטרות ,101 ,הגפן ,official ,101
83801,42,פתח תקווה ,448,בני עטרות ,102 ,הזית ,official ,102
83802,42,פתח תקווה ,448,בני עטרות ,103 ,התמר ,official ,103
83803,42,פתח תקווה ,448,בני עטרות ,104 ,התאנה ,official ,104
83804,42,פתח תקווה ,448,בני עטרות ,105 ,הרימון ,official ,105
83805,42,פתח תקווה ,448,בני עטרות ,9521 ,רימון ,synonym of 105 ,105
83806,42,פתח תקווה ,448,בני עטרות ,106 ,החיטה ,official ,106
83807,42,פתח תקווה ,448,בני עטרות ,9522 ,חיטה ,synonym of 106 ,106
83808,42,פתח תקווה ,448,בני עטרות ,107 ,דרך הראשונים ,official ,107
83809,42,פתח תקווה ,448,בני עטרות ,9523 ,דרך ראשונים ,synonym of 107 ,107
83810,42,פתח תקווה ,448,בני עטרות ,9524 ,הראשונים ,synonym of 107 ,107
83811,42,פתח תקווה ,448,בני עטרות ,108 ,דרך הפרחים ,official ,108
83812,42,פתח תקווה ,448,בני עטרות ,9525 ,דרך פרחים ,synonym of 108 ,108
83813,42,פתח תקווה ,448,בני עטרות ,9526 ,הפרחים ,synonym of 108 ,108
83814,42,פתח תקווה ,448,בני עטרות ,109 ,דרך הבארות ,official ,109
83815,42,פתח תקווה ,448,בני עטרות ,9527 ,דרך בארות ,synonym of 109 ,109
83816,42,פתח תקווה ,448,בני עטרות ,9528 ,בארות ,synonym of 109 ,109
83817,42,פתח תקווה ,448,בני עטרות ,110 ,דרך האקליפטוס ,official ,110
83818,42,פתח תקווה ,448,בני עטרות ,9529 ,דרך אקליפטוס ,synonym of 110 ,110
83819,42,פתח תקווה ,448,בני עטרות ,9530 ,האקליפטוס ,synonym of 110 ,110
83820,42,פתח תקווה ,448,בני עטרות ,111 ,דרך הכרמים ,official ,111
83821,42,פתח תקווה ,448,בני עטרות ,9531 ,דרך כרמים ,synonym of 111 ,111
83822,42,פתח תקווה ,448,בני עטרות ,9532 ,כרמים ,synonym of 111 ,111
83823,42,פתח תקווה ,448,בני עטרות ,9000 ,בני עטרות ,official ,9000
83824,42,פתח תקווה ,449,נחלים ,101 ,ירדן ,official ,101
83825,42,פתח תקווה ,449,נחלים ,9521 ,הירדן ,synonym of 101 ,101
83826,42,פתח תקווה ,449,נחלים ,102 ,דן ,official ,102
83827,42,פתח תקווה ,449,נחלים ,103 ,חרמון ,official ,103
83828,42,פתח תקווה ,449,נחלים ,104 ,שניר ,official ,104
83829,42,פתח תקווה ,449,נחלים ,105 ,קורן ,official ,105
83830,42,פתח תקווה ,449,נחלים ,106 ,גמלא ,official ,106
83831,42,פתח תקווה ,449,נחלים ,107 ,שיאון ,official ,107
83832,42,פתח תקווה ,449,נחלים ,108 ,קדש ,official ,108
83833,42,פתח תקווה ,449,נחלים ,109 ,לשם ,official ,109
83834,42,פתח תקווה ,449,נחלים ,110 ,זויתן ,official ,110
83835,42,פתח תקווה ,449,נחלים ,9522 ,זוויתן ,synonym of 110 ,110
83836,42,פתח תקווה ,449,נחלים ,111 ,טל ,official ,111
83837,42,פתח תקווה ,449,נחלים ,112 ,סער ,official ,112
83838,42,פתח תקווה ,449,נחלים ,9000 ,נחלים ,official ,9000
83839,42,פתח תקווה ,449,נחלים ,9523 ,ישיבת נחלים ,synonym of 9000 ,9000
83840,42,פתח תקווה ,449,נחלים ,9524 ,בני עקיבא יש ,synonym of 9000 ,9000
83841,42,פתח תקווה ,449,נחלים ,9525 ,בני עקיבא י ,synonym of 9000 ,9000
83842,42,פתח תקווה ,449,נחלים ,9526 ,בני עקיבא ,synonym of 9000 ,9000
83843,42,פתח תקווה ,449,נחלים ,9527 ,ישיבת בני עקיבא ,synonym of 9000 ,9000
83844,42,פתח תקווה ,449,נחלים ,9528 ,יש בני עקיבא ,synonym of 9000 ,9000
83845,42,פתח תקווה ,449,נחלים ,9529 ,נחלים ישיבה ,synonym of 9000 ,9000
83846,42,פתח תקווה ,449,נחלים ,9530 ,ישיבה ,synonym of 9000 ,9000
83847,42,פתח תקווה ,450,בארות יצחק ,101 ,אולפן ,official ,101
83848,42,פתח תקווה ,450,בארות יצחק ,9521 ,א . ק . ,synonym of 101 ,101
83849,42,פתח תקווה ,450,בארות יצחק ,9522 ,א. ק. ,synonym of 101 ,101
